entry_mode,tp1_pct,tp1_ratio,trail_pct,hard_stop_pct,use_stage3_peak,train_sharpe,train_win_rate,train_mdd,train_cagr,train_n,val_sharpe,val_win_rate,val_mdd,val_cagr,val_n,overfit_gap
cross,0.1,0.3,0.08,0.06,True,2.7812080798810026,0.4262295081967213,-0.690370459848854,0.16472274214640836,122,4.041242416804162,0.4954128440366973,-0.5574110444479933,0.27603195151122595,109,-1.2600343369231597
cross,0.1,0.3,0.08,0.06,False,2.7812080798810026,0.4262295081967213,-0.690370459848854,0.16472274214640836,122,4.041242416804162,0.4954128440366973,-0.5574110444479933,0.27603195151122595,109,-1.2600343369231597
cross,0.1,0.3,0.08,0.08,True,2.705256398958425,0.4918032786885246,-0.6847853271959252,0.15744955695034868,122,3.9462349400514447,0.5471698113207547,-0.5527793073877265,0.2749979846181916,106,-1.2409785410930199
cross,0.1,0.3,0.08,0.08,False,2.705256398958425,0.4918032786885246,-0.6847853271959252,0.15744955695034868,122,3.9462349400514447,0.5471698113207547,-0.5527793073877265,0.2749979846181916,106,-1.2409785410930199
cross,0.1,0.3,0.08,0.1,True,4.361603972545881,0.5983606557377049,-0.699231594404624,0.34997623232353514,122,4.2510311582379385,0.5943396226415094,-0.5535303874223154,0.31921296060842397,106,0.1105728143079423
cross,0.1,0.3,0.08,0.1,False,4.361603972545881,0.5983606557377049,-0.699231594404624,0.34997623232353514,122,4.2510311582379385,0.5943396226415094,-0.5535303874223154,0.31921296060842397,106,0.1105728143079423
cross,0.1,0.3,0.1,0.06,True,3.033405074367499,0.4262295081967213,-0.6803051157519502,0.21578093898034756,122,4.239132429160441,0.48623853211009177,-0.5776268253216433,0.32006940322620947,109,-1.2057273547929421
cross,0.1,0.3,0.1,0.06,False,3.033405074367499,0.4262295081967213,-0.6803051157519502,0.21578093898034756,122,4.239132429160441,0.48623853211009177,-0.5776268253216433,0.32006940322620947,109,-1.2057273547929421
cross,0.1,0.3,0.1,0.08,True,2.9360868032573664,0.4918032786885246,-0.7134265087285692,0.203575656803185,122,4.3420696722276295,0.5377358490566038,-0.5732066484015477,0.3470804464359296,106,-1.4059828689702631
cross,0.1,0.3,0.1,0.08,False,2.9360868032573664,0.4918032786885246,-0.7134265087285692,0.203575656803185,122,4.3420696722276295,0.5377358490566038,-0.5732066484015477,0.3470804464359296,106,-1.4059828689702631
cross,0.1,0.3,0.1,0.1,True,4.406971541072029,0.5983606557377049,-0.7038325814102138,0.44362364369006,122,4.628218483828861,0.5849056603773585,-0.5959492794432547,0.39446716093785406,106,-0.22124694275683154
cross,0.1,0.3,0.1,0.1,False,4.406971541072029,0.5983606557377049,-0.7038325814102138,0.44362364369006,122,4.628218483828861,0.5849056603773585,-0.5959492794432547,0.39446716093785406,106,-0.22124694275683154
cross,0.1,0.3,0.12,0.06,True,2.5896058745679738,0.4262295081967213,-0.6931171759184727,0.16336290652098207,122,3.6503404592808635,0.45871559633027525,-0.5844851804645361,0.25384328879249507,109,-1.0607345847128897
cross,0.1,0.3,0.12,0.06,False,2.5896058745679738,0.4262295081967213,-0.6931171759184727,0.16336290652098207,122,3.6503404592808635,0.45871559633027525,-0.5844851804645361,0.25384328879249507,109,-1.0607345847128897
cross,0.1,0.3,0.12,0.08,True,2.4805140595563366,0.4918032786885246,-0.7035076742679087,0.14931030417446411,122,3.6792893756150105,0.5094339622641509,-0.5801367769072622,0.2662345411197955,106,-1.1987753160586738
cross,0.1,0.3,0.12,0.08,False,2.4805140595563366,0.4918032786885246,-0.7035076742679087,0.14931030417446411,122,3.6792893756150105,0.5094339622641509,-0.5801367769072622,0.2662345411197955,106,-1.1987753160586738
cross,0.1,0.3,0.12,0.1,True,4.116075784299328,0.5983606557377049,-0.7084335886742056,0.39814028480077046,122,3.874487062895741,0.5471698113207547,-0.602510120669571,0.29567116955100414,106,0.24158872140358723
cross,0.1,0.3,0.12,0.1,False,4.116075784299328,0.5983606557377049,-0.7084335886742056,0.39814028480077046,122,3.874487062895741,0.5471698113207547,-0.602510120669571,0.29567116955100414,106,0.24158872140358723
cross,0.1,0.3,0.15,0.06,True,2.283786513995186,0.4016393442622951,-0.6996763998151582,0.12329808370177542,122,3.1921217540288938,0.4036697247706422,-0.6299778326118546,0.20902151075779818,109,-0.9083352400337077
cross,0.1,0.3,0.15,0.06,False,2.283786513995186,0.4016393442622951,-0.6996763998151582,0.12329808370177542,122,3.1921217540288938,0.4036697247706422,-0.6299778326118546,0.20902151075779818,109,-0.9083352400337077
cross,0.1,0.3,0.15,0.08,True,2.751654828316543,0.45901639344262296,-0.712307948539028,0.18132480939216933,122,3.2138705192169623,0.4528301886792453,-0.7138398392607224,0.2165540814227347,106,-0.46221569090041914
cross,0.1,0.3,0.15,0.08,False,2.751654828316543,0.45901639344262296,-0.712307948539028,0.18132480939216933,122,3.2138705192169623,0.4528301886792453,-0.7138398392607224,0.2165540814227347,106,-0.46221569090041914
cross,0.1,0.3,0.15,0.1,True,4.646574631016587,0.5655737704918032,-0.6027456666951849,0.4800194496049188,122,3.407138901036322,0.49056603773584906,-0.7272982934874744,0.24174066253718274,106,1.2394357299802645
cross,0.1,0.3,0.15,0.1,False,4.646574631016587,0.5655737704918032,-0.6027456666951849,0.4800194496049188,122,3.407138901036322,0.49056603773584906,-0.7272982934874744,0.24174066253718274,106,1.2394357299802645
cross,0.1,0.5,0.08,0.06,True,2.6334971951836756,0.4262295081967213,-0.6743899384771713,0.1392467667893842,122,4.158689019925074,0.4954128440366973,-0.5439018504323142,0.27046227619101737,109,-1.5251918247413982
cross,0.1,0.5,0.08,0.06,False,2.6334971951836756,0.4262295081967213,-0.6743899384771713,0.1392467667893842,122,4.158689019925074,0.4954128440366973,-0.5439018504323142,0.27046227619101737,109,-1.5251918247413982
cross,0.1,0.5,0.08,0.08,True,2.6107678444514737,0.4918032786885246,-0.6847853271959252,0.13810437989206714,122,4.063681529133999,0.5471698113207547,-0.5391287383246317,0.2717017546464562,106,-1.452913684682525
cross,0.1,0.5,0.08,0.08,False,2.6107678444514737,0.4918032786885246,-0.6847853271959252,0.13810437989206714,122,4.063681529133999,0.5471698113207547,-0.5391287383246317,0.2717017546464562,106,-1.452913684682525
cross,0.1,0.5,0.08,0.1,True,4.330518553446983,0.5983606557377049,-0.6943192444400739,0.3155982928723704,122,4.383102432325611,0.5943396226415094,-0.5331652419219977,0.3165449018252948,106,-0.05258387887862792
cross,0.1,0.5,0.08,0.1,False,4.330518553446983,0.5983606557377049,-0.6943192444400739,0.3155982928723704,122,4.383102432325611,0.5943396226415094,-0.5331652419219977,0.3165449018252948,106,-0.05258387887862792
cross,0.1,0.5,0.1,0.06,True,2.874993780724581,0.4262295081967213,-0.668149918457617,0.17693243210312515,122,4.350072780382083,0.4954128440366973,-0.5588943309805922,0.3038867270238592,109,-1.4750789996575024
cross,0.1,0.5,0.1,0.06,False,2.874993780724581,0.4262295081967213,-0.668149918457617,0.17693243210312515,122,4.350072780382083,0.4954128440366973,-0.5588943309805922,0.3038867270238592,109,-1.4750789996575024
cross,0.1,0.5,0.1,0.08,True,2.8286698833006696,0.4918032786885246,-0.6966957837748259,0.17263736624535597,122,4.413484113069661,0.5471698113207547,-0.5542781166601448,0.3256266960365586,106,-1.5848142297689911
cross,0.1,0.5,0.1,0.08,False,2.8286698833006696,0.4918032786885246,-0.6966957837748259,0.17263736624535597,122,4.413484113069661,0.5471698113207547,-0.5542781166601448,0.3256266960365586,106,-1.5848142297689911
cross,0.1,0.5,0.1,0.1,True,4.447398632473136,0.5983606557377049,-0.6976056637297807,0.3864857714397971,122,4.716758884986807,0.5943396226415094,-0.5649411595095003,0.3728984835781526,106,-0.26936025251367113
cross,0.1,0.5,0.1,0.1,False,4.447398632473136,0.5983606557377049,-0.6976056637297807,0.3864857714397971,122,4.716758884986807,0.5943396226415094,-0.5649411595095003,0.3728984835781526,106,-0.26936025251367113
cross,0.1,0.5,0.12,0.06,True,2.514294703840466,0.4262295081967213,-0.6775792168648769,0.14036755125211475,122,3.9068875182585865,0.48623853211009177,-0.5639031708100944,0.25775721848681266,109,-1.3925928144181206
cross,0.1,0.5,0.12,0.06,False,2.514294703840466,0.4262295081967213,-0.6775792168648769,0.14036755125211475,122,3.9068875182585865,0.48623853211009177,-0.5639031708100944,0.25775721848681266,109,-1.3925928144181206
cross,0.1,0.5,0.12,0.08,True,2.4613689434490453,0.4918032786885246,-0.6892516711550379,0.1345183364498177,122,3.9110481623330964,0.5377358490566038,-0.5593393744923473,0.26922981230037535,106,-1.449679218884051
cross,0.1,0.5,0.12,0.08,False,2.4613689434490453,0.4918032786885246,-0.6892516711550379,0.1345183364498177,122,3.9110481623330964,0.5377358490566038,-0.5593393744923473,0.26922981230037535,106,-1.449679218884051
cross,0.1,0.5,0.12,0.1,True,4.21293567339824,0.5983606557377049,-0.7008920974897749,0.35572752900791826,122,4.147755506661611,0.5754716981132075,-0.5698813364364262,0.3038824538114884,106,0.06518016673662874
cross,0.1,0.5,0.12,0.1,False,4.21293567339824,0.5983606557377049,-0.7008920974897749,0.35572752900791826,122,4.147755506661611,0.5754716981132075,-0.5698813364364262,0.3038824538114884,106,0.06518016673662874
cross,0.1,0.5,0.15,0.06,True,2.2593198491471362,0.4262295081967213,-0.6824922179572355,0.11202657188123322,122,3.570644052377372,0.45871559633027525,-0.5246049307986339,0.2276136671846669,109,-1.3113242032302357
cross,0.1,0.5,0.15,0.06,False,2.2593198491471362,0.4262295081967213,-0.6824922179572355,0.11202657188123322,122,3.570644052377372,0.45871559633027525,-0.5246049307986339,0.2276136671846669,109,-1.3113242032302357
cross,0.1,0.5,0.15,0.08,True,2.703425364906389,0.4918032786885246,-0.6939868090832407,0.15967053967563127,122,3.568032836969205,0.5094339622641509,-0.6323487039234029,0.2357216193351852,106,-0.8646074720628163
cross,0.1,0.5,0.15,0.08,False,2.703425364906389,0.4918032786885246,-0.6939868090832407,0.15967053967563127,122,3.568032836969205,0.5094339622641509,-0.6323487039234029,0.2357216193351852,106,-0.8646074720628163
cross,0.1,0.5,0.15,0.1,True,4.658006059585767,0.5983606557377049,-0.6254007246476173,0.4145715772721448,122,3.8044624824715094,0.5471698113207547,-0.6357867670875385,0.2671614874361121,106,0.8535435771142574
cross,0.1,0.5,0.15,0.1,False,4.658006059585767,0.5983606557377049,-0.6254007246476173,0.4145715772721448,122,3.8044624824715094,0.5471698113207547,-0.6357867670875385,0.2671614874361121,106,0.8535435771142574
cross,0.1,0.7,0.08,0.06,True,2.4022866913226615,0.4262295081967213,-0.6994991198846707,0.11174945571632966,122,4.214237997289181,0.4954128440366973,-0.5303915506399499,0.26235448680370466,109,-1.8119513059665193
cross,0.1,0.7,0.08,0.06,False,2.4022866913226615,0.4262295081967213,-0.6994991198846707,0.11174945571632966,122,4.214237997289181,0.4954128440366973,-0.5303915506399499,0.26235448680370466,109,-1.8119513059665193
cross,0.1,0.7,0.08,0.08,True,2.4471749860805945,0.4918032786885246,-0.684785327195925,0.11640537357076708,122,4.121828515638962,0.5471698113207547,-0.5331040600438479,0.265630614731581,106,-1.674653529558367
cross,0.1,0.7,0.08,0.08,False,2.4471749860805945,0.4918032786885246,-0.684785327195925,0.11640537357076708,122,4.121828515638962,0.5471698113207547,-0.5331040600438479,0.265630614731581,106,-1.674653529558367
cross,0.1,0.7,0.08,0.1,True,4.203088743460947,0.5983606557377049,-0.6894068944755234,0.2781227795533643,122,4.454845269310691,0.5943396226415094,-0.516655272839899,0.31077308277577087,106,-0.2517565258497436
cross,0.1,0.7,0.08,0.1,False,4.203088743460947,0.5983606557377049,-0.6894068944755234,0.2781227795533643,122,4.454845269310691,0.5943396226415094,-0.516655272839899,0.31077308277577087,106,-0.2517565258497436
cross,0.1,0.7,0.1,0.06,True,2.6053549459287195,0.4262295081967213,-0.6558540995169803,0.1351246355525204,122,4.374058558368895,0.4954128440366973,-0.5397247940527019,0.2836389471477403,109,-1.7687036124401754
cross,0.1,0.7,0.1,0.06,False,2.6053549459287195,0.4262295081967213,-0.6558540995169803,0.1351246355525204,122,4.374058558368895,0.4954128440366973,-0.5397247940527019,0.2836389471477403,109,-1.7687036124401754
