date,1d,5d,20d
2026-04-23,0.01867458039414741,-0.04639664303756365,0.13544766376335296
2026-04-24,0.046644940484623774,-0.005917472280074949,0.20121453320517826
2026-04-27,-0.10052064374688977,0.13244973713861,0.11083045336195539
2026-04-28,0.009241430883115083,0.15910739377579908,0.05141643389296821
2026-04-29,0.12909187388964763,0.03572063663801367,-0.035649290492931085
2026-04-30,0.06987756011370706,0.053948272160361424,-0.04417939250734027
2026-05-04,0.19990057346193177,-0.07161336840993987,-0.046312548480452374
2026-05-06,0.16693291595117965,0.1450830578423865,0.16212594716724515
2026-05-29,0.0703943686757499,-0.08799296084468736,
2026-06-01,-0.21400863132520137,-0.12289187875508122,
2026-06-02,-0.13278214981927441,,
2026-06-04,0.06806203845512224,,
2026-06-05,-0.01252341507574249,,
2026-06-08,-0.05730113028725036,,
