date,1d,5d,20d
2026-01-02,0.2672612419124244,-0.1336306209562122,-0.1336306209562122
2026-01-05,-0.33576156789865924,-0.3985207394685021,-0.29183014779976924
2026-01-06,0.2844089893602148,-0.31499060111937766,0.03975609528691174
2026-01-07,-0.11396627004907611,0.11396627004907611,0.039819540137629006
2026-01-08,0.07464277383623641,0.16455338777533937,0.11196416075435461
2026-01-09,-0.2530934085353054,0.10716567748792209,-0.14022742905334487
2026-01-12,-0.2594538942716394,0.05758115147020717,0.18222740877042035
2026-01-13,0.5573822294946043,0.2799366235037518,0.11945178397065631
2026-01-14,0.2519946829682835,0.5363886823182034,0.41579122689766773
2026-01-15,0.6007903304011171,0.27097961489902017,0.2326502614758035
2026-01-16,-0.3,-0.49999999999999994,0.3
2026-01-19,-0.1386750490563073,0.24621896465099458,-0.025470927377689093
2026-01-20,-0.19719863746321384,-0.034881834456936406,-0.04697420373534103
2026-01-21,-0.06229749233434133,0.024051563496169753,0.1454922447555187
2026-01-22,0.23387809816935107,0.3189660443904963,0.3107757607970171
2026-01-23,-0.14085815092019577,0.0015310668578282151,-0.0030621337156564303
2026-01-26,0.3321159791620054,-0.1506736785877771,0.06694512628117757
2026-01-27,0.05264459095310831,-0.2121154321614291,0.18905940692649117
2026-01-28,-0.05129443175677606,-0.1571075166950398,-0.09760597585717959
2026-01-29,0.03225297877886932,0.0992277122847194,-0.01102530136496882
2026-01-30,-0.11627852046064295,-0.3461708452880391,-0.31613222750237296
2026-02-02,0.1153754579727606,-0.09717072382541928,0.10639130345848825
2026-02-03,0.0719360041728618,-0.19638004058868844,0.00840128515887437
2026-02-04,0.3122390314174191,-0.2963174944046329,-0.26978159938332247
2026-02-05,-0.06922441694043946,-0.2342466179114779,0.37259361372496813
2026-02-06,-0.011727025577266332,-0.023454051154532665,0.263325028871344
2026-02-10,0.04906419094234356,0.3858229560466107,0.5233513700516647
2026-02-11,0.0711153603768029,-0.03158250453208375,-0.0018577943842402209
2026-02-13,0.21800817545987247,-0.09200345019407463,0.16800630035439715
2026-02-19,0.14878154416610576,0.25908510277201174,0.2359983114358919
2026-02-20,0.46709936649691375,0.24003717444980288,0.5968491905238342
2026-02-23,0.23446282574648628,0.08496588639436889,0.1505724569014132
2026-02-24,0.03871863177464911,-0.28501215056338924,-0.09249450923943954
2026-02-25,0.05020199079777583,-0.08815959359609414,0.02693765359880655
2026-02-26,-0.12659768340009908,-0.0002131274131314799,0.09633359073542892
2026-02-27,-0.03310739913290559,0.07885580520746603,0.07283627809239228
2026-03-03,-0.07517393541937617,-0.03406318948690482,0.04345993141432684
2026-03-04,0.3333347666521185,0.45552493038090086,0.4242442484663327
2026-03-05,-0.0778539903777691,0.08920769730786043,0.24329371993052848
2026-03-06,-0.6614950926316517,-0.44389802268702944,-0.13055824196677338
2026-03-09,0.1091089451179962,0.1091089451179962,0.08183170883849715
2026-03-10,-0.7071067811865475,-0.7071067811865475,-0.7071067811865475
2026-03-11,-0.2635231383473649,-0.10540925533894598,-0.31622776601683794
2026-03-16,0.11595420713048968,-0.02898855178262242,-0.23190841426097936
2026-03-17,0.4350944561818407,0.10404432647826627,0.5485973577944948
2026-03-24,-0.012459173706984942,-0.4226535080600276,0.3824007930066916
2026-03-25,-0.35916073759025746,-0.059243008262310506,0.5239303543198085
2026-03-26,-0.10780743638015539,0.10586480093382813,0.6680433989962259
2026-03-27,-0.19668866222845824,0.38659495679386624,0.8071017519029839
2026-03-30,-0.3854563135158136,0.41946716470838535,0.6036926086681493
2026-03-31,0.5781844702737206,0.478986154295386,0.6235322718638161
2026-04-01,-0.11331756668528291,0.14067008278173052,0.5275128104314895
2026-04-02,0.30000000000000004,0.4000000000000001,0.4000000000000001
2026-04-06,-0.12792643701850767,0.1628154652962825,-0.043611285347218524
2026-04-07,-0.12492911009507358,0.24628881704457362,0.06067985347475003
2026-04-08,-0.052017659277318,-0.438434556765966,-0.44586565094844005
2026-04-09,-0.3150630189063022,-0.10502100630210072,-0.10502100630210072
2026-04-10,0.0605074785712893,0.2577385866065496,0.0820341776783826
2026-04-13,-0.21909891953724417,-0.12029394672267299,-0.21533281070798918
2026-04-14,-0.2810593547673794,-0.04732234612133689,-0.09044317553096631
2026-04-15,-0.18878604117118797,0.17743824634669034,-0.16712206923351067
2026-04-16,0.17447675476572688,0.21425383875376827,0.07865014333999089
2026-04-17,0.11538652810656169,0.08073118860698003,0.06300970818105757
2026-04-20,0.13474889989165062,0.1877046932342837,0.006816092212418124
2026-04-21,-0.0008488575580764001,0.23783278513080938,0.12697612428505758
2026-04-22,0.27112092412427896,0.2772762444738561,-0.12637760802549908
2026-04-23,0.26032403781494895,0.1893756212912893,0.09468781064564465
2026-04-24,0.11045189589012194,-0.08638695767942497,-0.04627872732826338
2026-04-27,-0.09565950396514636,0.053724735420201244,-0.03322627028481274
2026-04-28,0.207824175412799,0.04584054512072618,0.08078625216343224
2026-04-29,0.07347835438953498,-0.10249989261122222,-0.12766261134636933
2026-04-30,-0.06820991205121463,-0.11673275271243523,-0.18390040804300312
2026-05-04,-0.05431420966051146,-0.21444177289744618,-0.055142170173629025
2026-05-06,0.3709384096033764,0.3440154605192603,0.6162363901475445
2026-05-29,0.1652210737212952,-0.14686317664115126,
2026-06-01,-0.22504983622041116,0.04561821004467794,
2026-06-02,0.03801517503723162,0.10340127610127,
2026-06-04,-0.11908773381741691,,
2026-06-05,0.3273623851690898,,
2026-06-08,-0.09170045933819526,,
2026-06-09,0.5254992153061281,,
